entity1,entity2,weight,dates
Kautik Weldode,Sillod taluka,1,10-2020
Kautik Weldode,SS Bhishma,1,10-2020
AURANGABAD,Kautik Weldode,1,10-2020
Kautik Weldode,the Government Medical College and Hospital,1,10-2020
SS Bhishma,Sillod taluka,1,10-2020
AURANGABAD,Sillod taluka,1,10-2020
Sillod taluka,the Government Medical College and Hospital,1,10-2020
AURANGABAD,SS Bhishma,1,10-2020
SS Bhishma,the Government Medical College and Hospital,1,10-2020
AURANGABAD,the Government Medical College and Hospital,1,10-2020
Chandrakant Kavalekar,N Vinodkumar,1,10-2020
Chandrakant Kavalekar,PANAJI,1,10-2020
Chandrakant Kavalekar,India Post Payments Bank,1,10-2020
Chandrakant Kavalekar,Posts,1,10-2020
Chandrakant Kavalekar,ZAO,1,10-2020
Chandrakant Kavalekar,Goa,2,"10-2020, 12-2020"
N Vinodkumar,PANAJI,1,10-2020
India Post Payments Bank,N Vinodkumar,1,10-2020
N Vinodkumar,Posts,1,10-2020
Kavalekar,N Vinodkumar,1,10-2020
N Vinodkumar,ZAO,1,10-2020
Goa,N Vinodkumar,1,10-2020
India Post Payments Bank,PANAJI,1,10-2020
PANAJI,Posts,1,10-2020
Kavalekar,PANAJI,1,10-2020
India Post Payments Bank,Posts,1,10-2020
India Post Payments Bank,Kavalekar,1,10-2020
India Post Payments Bank,ZAO,1,10-2020
Goa,India Post Payments Bank,1,10-2020
Kavalekar,Posts,1,10-2020
Posts,ZAO,1,10-2020
Goa,Posts,1,10-2020
Kavalekar,ZAO,1,10-2020
Goa,Kavalekar,1,10-2020
Chennai,MDMK,1,10-2020
Chennai,Nirmala Sithraman,1,10-2020
Chennai,Union,1,10-2020
Chennai,Vaiko,1,10-2020
Chennai,National Company Law Tribunal,1,10-2020
Chennai,Coimbatore,2,"01-2021, 10-2020"
MDMK,Nirmala Sithraman,1,10-2020
MDMK,Union,1,10-2020
MDMK,Vaiko,1,10-2020
MDMK,National Company Law Tribunal,1,10-2020
Coimbatore,MDMK,1,10-2020
Nirmala Sithraman,Union,1,10-2020
Nirmala Sithraman,Vaiko,1,10-2020
National Company Law Tribunal,Nirmala Sithraman,1,10-2020
Coimbatore,Nirmala Sithraman,1,10-2020
Union,Vaiko,1,10-2020
National Company Law Tribunal,Union,1,10-2020
National Company Law Tribunal,Vaiko,1,10-2020
Coimbatore,Vaiko,1,10-2020
Coimbatore,National Company Law Tribunal,1,10-2020
AICC,Chhattisgarh,1,10-2020
BJP,Chhattisgarh,3,"01-2021, 10-2020, 12-2020"
Chhattisgarh,State,1,10-2020
Chhattisgarh,Congress,4,"01-2021, 10-2020, 11-2020, 12-2020"
AICC,State,1,10-2020
AICC,NEW DELHI,4,"01-2021, 10-2020, 11-2020, 12-2020"
Punjab,State,1,10-2020
BJP,State,1,10-2020
Congress,State,1,10-2020
NEW DELHI,State,1,10-2020
Centre,State,1,10-2020
Minapur,Patna,2,10-2020
Minapur,Mustafaganj village,2,10-2020
Minapur,PATNA,2,10-2020
Minapur,NDA,2,10-2020
Lalan Sarraf,Minapur,2,10-2020
Manoj,Minapur,2,10-2020
Minapur,TOI,2,10-2020
Minapur,Muzaffarpur,2,10-2020
Kushwaha,Minapur,2,10-2020
Manoj Kumar,Minapur,2,10-2020
JD(U,Minapur,2,10-2020
Manoj Kumar Kushwaha,Minapur,2,10-2020
Mustafaganj village,Patna,2,10-2020
Lalan Sarraf,Patna,2,10-2020
Manoj,Patna,2,10-2020
Patna,TOI,3,"01-2021, 10-2020"
Muzaffarpur,Patna,3,"10-2020, 11-2020"
Kushwaha,Patna,2,10-2020
JD(U,Patna,3,"10-2020, 12-2020"
Manoj Kumar Kushwaha,Patna,2,10-2020
Mustafaganj village,PATNA,2,10-2020
Mustafaganj village,NDA,2,10-2020
Lalan Sarraf,Mustafaganj village,2,10-2020
Manoj,Mustafaganj village,2,10-2020
Mustafaganj village,TOI,2,10-2020
Mustafaganj village,Muzaffarpur,2,10-2020
Kushwaha,Mustafaganj village,2,10-2020
Manoj Kumar,Mustafaganj village,2,10-2020
JD(U,Mustafaganj village,2,10-2020
Manoj Kumar Kushwaha,Mustafaganj village,2,10-2020
Lalan Sarraf,PATNA,2,10-2020
Manoj,PATNA,2,10-2020
PATNA,TOI,4,"01-2021, 10-2020"
Muzaffarpur,PATNA,3,"10-2020, 11-2020"
Kushwaha,PATNA,2,10-2020
JD(U,PATNA,3,"10-2020, 12-2020"
Manoj Kumar Kushwaha,PATNA,2,10-2020
Lalan Sarraf,NDA,2,10-2020
Manoj,NDA,2,10-2020
Muzaffarpur,NDA,2,10-2020
Kushwaha,NDA,2,10-2020
Manoj Kumar,NDA,2,10-2020
Manoj Kumar Kushwaha,NDA,2,10-2020
Lalan Sarraf,Manoj,2,10-2020
Lalan Sarraf,TOI,2,10-2020
Lalan Sarraf,Muzaffarpur,2,10-2020
Kushwaha,Lalan Sarraf,2,10-2020
Lalan Sarraf,Manoj Kumar,2,10-2020
JD(U,Lalan Sarraf,2,10-2020
Lalan Sarraf,Manoj Kumar Kushwaha,2,10-2020
Manoj,TOI,2,10-2020
Manoj,Muzaffarpur,2,10-2020
Kushwaha,Manoj,2,10-2020
JD(U,Manoj,2,10-2020
Manoj,Manoj Kumar Kushwaha,2,10-2020
Muzaffarpur,TOI,2,10-2020
Kushwaha,TOI,2,10-2020
Manoj Kumar,TOI,2,10-2020
JD(U,TOI,2,10-2020
Manoj Kumar Kushwaha,TOI,2,10-2020
Kushwaha,Muzaffarpur,2,10-2020
Manoj Kumar,Muzaffarpur,2,10-2020
JD(U,Muzaffarpur,2,10-2020
Manoj Kumar Kushwaha,Muzaffarpur,2,10-2020
Kushwaha,Manoj Kumar,2,10-2020
JD(U,Kushwaha,2,10-2020
Kushwaha,Manoj Kumar Kushwaha,2,10-2020
JD(U,Manoj Kumar,2,10-2020
Manoj Kumar,Manoj Kumar Kushwaha,2,10-2020
JD(U,Manoj Kumar Kushwaha,2,10-2020
", Jawahar Singh Rajpoot",Jhansi,1,10-2020
Jhansi,Opposition,1,10-2020
BJP,Jhansi,2,"01-2021, 10-2020"
Jhansi,Rajpoot,1,10-2020
Garot,Jhansi,1,10-2020
", Jawahar Singh Rajpoot",Opposition,1,10-2020
", Jawahar Singh Rajpoot",BJP,1,10-2020
", Jawahar Singh Rajpoot",TOI,1,10-2020
", Jawahar Singh Rajpoot",Garotha,1,10-2020
", Jawahar Singh Rajpoot",Rajpoot,1,10-2020
", Jawahar Singh Rajpoot",Bundelkhand,1,10-2020
", Jawahar Singh Rajpoot",Garot,1,10-2020
", Jawahar Singh Rajpoot",Narendra Modi,1,10-2020
Garotha,Opposition,1,10-2020
Opposition,Rajpoot,1,10-2020
Bundelkhand,Opposition,1,10-2020
Garot,Opposition,1,10-2020
BJP,Garotha,1,10-2020
BJP,Rajpoot,1,10-2020
BJP,Bundelkhand,1,10-2020
BJP,Garot,1,10-2020
Garotha,TOI,1,10-2020
Rajpoot,TOI,1,10-2020
Garot,TOI,1,10-2020
Garotha,Rajpoot,1,10-2020
Bundelkhand,Garotha,1,10-2020
Garot,Garotha,1,10-2020
Garotha,Narendra Modi,1,10-2020
Bundelkhand,Rajpoot,1,10-2020
Garot,Rajpoot,1,10-2020
Narendra Modi,Rajpoot,1,10-2020
Bundelkhand,Garot,1,10-2020
Garot,Narendra Modi,1,10-2020
Nagpur,The NMC Contractors’ Welfare Association,1,10-2020
Hemant Thakre,The NMC Contractors’ Welfare Association,1,10-2020
CAFO,The NMC Contractors’ Welfare Association,1,10-2020
Radhakrishnan B,The NMC Contractors’ Welfare Association,1,10-2020
Thakre,The NMC Contractors’ Welfare Association,1,10-2020
Nagpur Municipal Corporation,The NMC Contractors’ Welfare Association,1,10-2020
Amravati,The NMC Contractors’ Welfare Association,1,10-2020
Hemant Thakre,Nagpur,1,10-2020
CAFO,Nagpur,1,10-2020
Nagpur,Radhakrishnan B,1,10-2020
Nagpur,Thakre,1,10-2020
Nagpur,Nagpur Municipal Corporation,1,10-2020
Amravati,Nagpur,1,10-2020
CAFO,Hemant Thakre,1,10-2020
Hemant Thakre,Radhakrishnan B,1,10-2020
Hemant Thakre,Thakre,1,10-2020
Hemant Thakre,Nagpur Municipal Corporation,1,10-2020
Amravati,Hemant Thakre,1,10-2020
CAFO,Radhakrishnan B,1,10-2020
CAFO,Thakre,1,10-2020
CAFO,Nagpur Municipal Corporation,1,10-2020
Amravati,CAFO,1,10-2020
Radhakrishnan B,Thakre,1,10-2020
Nagpur Municipal Corporation,Radhakrishnan B,1,10-2020
Amravati,Radhakrishnan B,1,10-2020
Nagpur Municipal Corporation,Thakre,1,10-2020
Amravati,Thakre,1,10-2020
Amravati,Nagpur Municipal Corporation,1,10-2020
Nandurbar,Radhakrushna Game,1,10-2020
Dhule,Radhakrushna Game,1,10-2020
Jalgaon,Radhakrushna Game,1,10-2020
Game,Radhakrushna Game,1,10-2020
Nashik,Radhakrushna Game,1,10-2020
Ahmednagar,Radhakrushna Game,1,10-2020
Game,Nandurbar,1,10-2020
Dhule,Game,1,10-2020
Game,Jalgaon,1,10-2020
Game,Nashik,1,10-2020
Ahmednagar,Game,1,10-2020
Nehtaur,Satya Prakash,1,10-2020
Bijnor,Nehtaur,1,10-2020
Naveen Kumar,Nehtaur,1,10-2020
Khetapur,Nehtaur,1,10-2020
Bijnor,Satya Prakash,1,10-2020
Naveen Kumar,Satya Prakash,1,10-2020
Khetapur,Satya Prakash,1,10-2020
Bijnor,Naveen Kumar,1,10-2020
Bijnor,Khetapur,1,10-2020
Khetapur,Naveen Kumar,1,10-2020
Meerut,Rohta,1,10-2020
Avinash Pandey,Meerut,1,10-2020
Meerut,Ranveer Gurjar,1,10-2020
Kinoni,Meerut,1,10-2020
Avinash Pandey,Rohta,1,10-2020
Ranveer Gurjar,Rohta,1,10-2020
MEERUT,Rohta,1,10-2020
Kinoni,Rohta,1,10-2020
Avinash Pandey,Ranveer Gurjar,1,10-2020
Avinash Pandey,MEERUT,1,10-2020
Avinash Pandey,Kinoni,1,10-2020
MEERUT,Ranveer Gurjar,1,10-2020
Kinoni,Ranveer Gurjar,1,10-2020
Kinoni,MEERUT,1,10-2020
Gehlot,Houses,1,10-2020
Congress,Gehlot,9,"01-2021, 10-2020, 12-2020"
Centre,Gehlot,13,"01-2021, 10-2020, 11-2020, 12-2020"
Ashok Gehlot,Houses,1,10-2020
Ashok Gehlot,Centre,16,"01-2021, 10-2020, 11-2020, 12-2020"
Congress,Houses,1,10-2020
Houses,JAIPUR,1,10-2020
Balasaheb Padghamal,Indapur,1,10-2020
Balasaheb Padghamal,PUNE,1,10-2020
Balasaheb Padghamal,Pune,1,10-2020
Balasaheb Padghamal,Deshmukh,1,10-2020
Balasaheb Padghamal,KVK,1,10-2020
Balasaheb Padghamal,The Zilla Parishad,1,10-2020
Balasaheb Padghamal,Bhor,1,10-2020
Balasaheb Padghamal,ZP,1,10-2020
Balasaheb Padghamal,Velhe,1,10-2020
Balasaheb Padghamal,Krishi Vidnyan Kendra,1,10-2020
Balasaheb Padghamal,Daund,1,10-2020
Balasaheb Padghamal,Baramati,1,10-2020
Anil Deshmukh,Balasaheb Padghamal,1,10-2020
Indapur,PUNE,2,10-2020
Indapur,Pune,2,10-2020
Deshmukh,Indapur,1,10-2020
Indapur,KVK,1,10-2020
Indapur,The Zilla Parishad,1,10-2020
Bhor,Indapur,2,10-2020
Indapur,ZP,1,10-2020
Indapur,Velhe,2,10-2020
Indapur,Krishi Vidnyan Kendra,1,10-2020
Daund,Indapur,1,10-2020
Baramati,Indapur,1,10-2020
Anil Deshmukh,Indapur,1,10-2020
Deshmukh,PUNE,1,10-2020
KVK,PUNE,1,10-2020
PUNE,The Zilla Parishad,1,10-2020
Bhor,PUNE,2,10-2020
PUNE,ZP,1,10-2020
PUNE,Velhe,2,10-2020
Krishi Vidnyan Kendra,PUNE,1,10-2020
Daund,PUNE,2,"10-2020, 12-2020"
Baramati,PUNE,2,"01-2021, 10-2020"
Anil Deshmukh,PUNE,1,10-2020
Deshmukh,Pune,1,10-2020
KVK,Pune,1,10-2020
Pune,The Zilla Parishad,1,10-2020
Bhor,Pune,3,10-2020
Pune,ZP,1,10-2020
Pune,Velhe,2,10-2020
Krishi Vidnyan Kendra,Pune,1,10-2020
Daund,Pune,1,10-2020
Baramati,Pune,2,"01-2021, 10-2020"
Anil Deshmukh,Pune,2,"10-2020, 12-2020"
Deshmukh,KVK,1,10-2020
Deshmukh,The Zilla Parishad,1,10-2020
Bhor,Deshmukh,1,10-2020
Deshmukh,ZP,1,10-2020
Deshmukh,Velhe,1,10-2020
Deshmukh,Krishi Vidnyan Kendra,1,10-2020
Daund,Deshmukh,1,10-2020
Baramati,Deshmukh,1,10-2020
Anil Deshmukh,Deshmukh,1,10-2020
KVK,The Zilla Parishad,1,10-2020
Bhor,KVK,1,10-2020
KVK,ZP,1,10-2020
KVK,Velhe,1,10-2020
KVK,Krishi Vidnyan Kendra,1,10-2020
Daund,KVK,1,10-2020
Baramati,KVK,1,10-2020
Anil Deshmukh,KVK,1,10-2020
Bhor,The Zilla Parishad,1,10-2020
The Zilla Parishad,ZP,1,10-2020
The Zilla Parishad,Velhe,1,10-2020
Krishi Vidnyan Kendra,The Zilla Parishad,1,10-2020
Daund,The Zilla Parishad,1,10-2020
Baramati,The Zilla Parishad,1,10-2020
Anil Deshmukh,The Zilla Parishad,1,10-2020
Bhor,ZP,1,10-2020
Bhor,Velhe,2,10-2020
Bhor,Krishi Vidnyan Kendra,1,10-2020
Bhor,Daund,1,10-2020
Baramati,Bhor,1,10-2020
Anil Deshmukh,Bhor,1,10-2020
Velhe,ZP,1,10-2020
Krishi Vidnyan Kendra,ZP,1,10-2020
Daund,ZP,1,10-2020
Baramati,ZP,1,10-2020
Anil Deshmukh,ZP,1,10-2020
Krishi Vidnyan Kendra,Velhe,1,10-2020
Daund,Velhe,1,10-2020
Baramati,Velhe,1,10-2020
Anil Deshmukh,Velhe,1,10-2020
Daund,Krishi Vidnyan Kendra,1,10-2020
Baramati,Krishi Vidnyan Kendra,1,10-2020
Anil Deshmukh,Krishi Vidnyan Kendra,1,10-2020
Baramati,Daund,1,10-2020
Anil Deshmukh,Daund,1,10-2020
Anil Deshmukh,Baramati,1,10-2020
IMD,Sangli,3,10-2020
IMD,Mumbai,1,10-2020
IMD,Shantanu Patil,1,10-2020
Dyandeo Vakure,IMD,1,10-2020
IMD,Kolhapur,3,10-2020
Mumbai,Sangli,2,"01-2021, 10-2020"
Sangli,Shantanu Patil,1,10-2020
Dyandeo Vakure,Sangli,1,10-2020
Mumbai,Shantanu Patil,1,10-2020
Dyandeo Vakure,Mumbai,1,10-2020
Kolhapur,Mumbai,1,10-2020
Dyandeo Vakure,Shantanu Patil,1,10-2020
Kolhapur,Shantanu Patil,1,10-2020
Dyandeo Vakure,Kolhapur,1,10-2020
Komatireddy Venkat Reddy,Telangana,1,10-2020
Telangana,Venkat Reddy,1,10-2020
Hyderabad,Komatireddy Venkat Reddy,1,10-2020
Hyderabad,Venkat Reddy,1,10-2020
Congress,Komatireddy Venkat Reddy,1,10-2020
Komatireddy Venkat Reddy,TRS,1,10-2020
Komatireddy Venkat Reddy,Venkat Reddy,1,10-2020
K Chandrasekhar Rao,Komatireddy Venkat Reddy,1,10-2020
Komatireddy Venkat Reddy,TNN,1,10-2020
Congress,Venkat Reddy,1,10-2020
TRS,Venkat Reddy,1,10-2020
TNN,TRS,3,10-2020
K Chandrasekhar Rao,Venkat Reddy,1,10-2020
TNN,Venkat Reddy,1,10-2020
K Chandrasekhar Rao,TNN,2,10-2020
Bhoi Foundation,Rahuri,1,10-2020
Bhoi Foundation,Pune,1,10-2020
Adarsh Mitra Mandal,Bhoi Foundation,1,10-2020
Bhoi Foundation,Yerwada,1,10-2020
Bhoi Foundation,Milind Bhoi,1,10-2020
Ahmednagar,Bhoi Foundation,1,10-2020
Pune,Rahuri,1,10-2020
Adarsh Mitra Mandal,Rahuri,1,10-2020
Rahuri,Yerwada,1,10-2020
Milind Bhoi,Rahuri,1,10-2020
Ahmednagar,Rahuri,1,10-2020
Adarsh Mitra Mandal,Pune,1,10-2020
Pune,Yerwada,1,10-2020
Milind Bhoi,Pune,1,10-2020
Ahmednagar,Pune,1,10-2020
Adarsh Mitra Mandal,Yerwada,1,10-2020
Adarsh Mitra Mandal,Milind Bhoi,1,10-2020
Adarsh Mitra Mandal,Ahmednagar,1,10-2020
Milind Bhoi,Yerwada,1,10-2020
Ahmednagar,Yerwada,1,10-2020
Ahmednagar,Milind Bhoi,1,10-2020
PANAJI,Sadanand Shet Tanawade,1,10-2020
Digambar Kamat,Sadanand Shet Tanawade,1,10-2020
Sadanand Shet Tanawade,Sanguem,1,10-2020
BJP,Sadanand Shet Tanawade,1,10-2020
Prakash Javadekar,Sadanand Shet Tanawade,1,10-2020
Congress,Sadanand Shet Tanawade,1,10-2020
Rivona,Sadanand Shet Tanawade,1,10-2020
Sadanand Shet Tanawade,Union,1,10-2020
Lok Sabha,Sadanand Shet Tanawade,1,10-2020
Francisco Sardinha,Sadanand Shet Tanawade,1,10-2020
Girish Chodankar,Sadanand Shet Tanawade,1,10-2020
Goa,Sadanand Shet Tanawade,1,10-2020
Centre,Sadanand Shet Tanawade,1,10-2020
Digambar Kamat,PANAJI,1,10-2020
PANAJI,Sanguem,1,10-2020
BJP,PANAJI,2,"10-2020, 11-2020"
PANAJI,Prakash Javadekar,1,10-2020
PANAJI,Union,1,10-2020
Lok Sabha,PANAJI,1,10-2020
Francisco Sardinha,PANAJI,1,10-2020
Digambar Kamat,Sanguem,1,10-2020
BJP,Digambar Kamat,1,10-2020
Digambar Kamat,Prakash Javadekar,1,10-2020
Congress,Digambar Kamat,1,10-2020
Digambar Kamat,Rivona,1,10-2020
Digambar Kamat,Union,1,10-2020
Digambar Kamat,Lok Sabha,1,10-2020
Digambar Kamat,Francisco Sardinha,1,10-2020
Digambar Kamat,Girish Chodankar,1,10-2020
Digambar Kamat,Goa,1,10-2020
Centre,Digambar Kamat,1,10-2020
BJP,Sanguem,1,10-2020
Prakash Javadekar,Sanguem,1,10-2020
Congress,Sanguem,1,10-2020
Rivona,Sanguem,1,10-2020
Sanguem,Union,1,10-2020
Lok Sabha,Sanguem,1,10-2020
Francisco Sardinha,Sanguem,1,10-2020
Girish Chodankar,Sanguem,1,10-2020
Centre,Sanguem,1,10-2020
BJP,Rivona,1,10-2020
BJP,Francisco Sardinha,1,10-2020
BJP,Girish Chodankar,1,10-2020
Congress,Prakash Javadekar,1,10-2020
Prakash Javadekar,Rivona,1,10-2020
Lok Sabha,Prakash Javadekar,1,10-2020
Francisco Sardinha,Prakash Javadekar,1,10-2020
Girish Chodankar,Prakash Javadekar,1,10-2020
Congress,Rivona,1,10-2020
Congress,Francisco Sardinha,1,10-2020
Rivona,Union,1,10-2020
Lok Sabha,Rivona,1,10-2020
Francisco Sardinha,Rivona,1,10-2020
Girish Chodankar,Rivona,1,10-2020
Goa,Rivona,1,10-2020
Centre,Rivona,1,10-2020
Francisco Sardinha,Union,1,10-2020
Girish Chodankar,Union,1,10-2020
Francisco Sardinha,Lok Sabha,1,10-2020
Girish Chodankar,Lok Sabha,1,10-2020
Goa,Lok Sabha,1,10-2020
Francisco Sardinha,Girish Chodankar,1,10-2020
Francisco Sardinha,Goa,1,10-2020
Centre,Francisco Sardinha,1,10-2020
Dhoni,Ranchi,1,10-2020
Chanchal Bhattacharya,Ranchi,1,10-2020
Naushad Alam,Ranchi,1,10-2020
Ranchi,Ratu,1,10-2020
RANCHI,Ranchi,4,"10-2020, 11-2020, 12-2020"
Kolkata Knight Riders,Ranchi,1,10-2020
Ranchi,Simalia,1,10-2020
Mahendra Singh Dhoni,Ranchi,1,10-2020
Chennai Super Kings,Ranchi,1,10-2020
Chanchal Bhattacharya,Dhoni,1,10-2020
Dhoni,Naushad Alam,1,10-2020
Dhoni,Ratu,1,10-2020
Dhoni,RANCHI,1,10-2020
Dhoni,Kolkata Knight Riders,1,10-2020
Dhoni,Simalia,1,10-2020
Dhoni,Mahendra Singh Dhoni,1,10-2020
Chennai Super Kings,Dhoni,1,10-2020
Chanchal Bhattacharya,Naushad Alam,1,10-2020
Chanchal Bhattacharya,Ratu,1,10-2020
Chanchal Bhattacharya,RANCHI,1,10-2020
Chanchal Bhattacharya,Kolkata Knight Riders,1,10-2020
Chanchal Bhattacharya,Simalia,1,10-2020
Chanchal Bhattacharya,Mahendra Singh Dhoni,1,10-2020
Chanchal Bhattacharya,Chennai Super Kings,1,10-2020
Naushad Alam,Ratu,1,10-2020
Naushad Alam,RANCHI,1,10-2020
Kolkata Knight Riders,Naushad Alam,1,10-2020
Naushad Alam,Simalia,1,10-2020
Mahendra Singh Dhoni,Naushad Alam,1,10-2020
Chennai Super Kings,Naushad Alam,1,10-2020
RANCHI,Ratu,1,10-2020
Kolkata Knight Riders,Ratu,1,10-2020
Ratu,Simalia,1,10-2020
Mahendra Singh Dhoni,Ratu,1,10-2020
Chennai Super Kings,Ratu,1,10-2020
Kolkata Knight Riders,RANCHI,1,10-2020
RANCHI,Simalia,1,10-2020
Mahendra Singh Dhoni,RANCHI,1,10-2020
Chennai Super Kings,RANCHI,1,10-2020
Kolkata Knight Riders,Simalia,1,10-2020
Kolkata Knight Riders,Mahendra Singh Dhoni,1,10-2020
Chennai Super Kings,Kolkata Knight Riders,1,10-2020
Mahendra Singh Dhoni,Simalia,1,10-2020
Chennai Super Kings,Simalia,1,10-2020
Chennai Super Kings,Mahendra Singh Dhoni,1,10-2020
Alamgir Alam,Ranchi,3,"01-2021, 10-2020"
Alamgir Alam,Rameshwar Oraon,3,"01-2021, 10-2020"
Alamgir Alam,BJP,2,"01-2021, 10-2020"
Alamgir Alam,Congress,3,"01-2021, 10-2020"
Alamgir Alam,Union,2,"01-2021, 10-2020"
Alamgir Alam,Badal Patralekh,3,"01-2021, 10-2020"
Alamgir Alam,Banna Gupta,2,"01-2021, 10-2020"
Alamgir Alam,Badal,1,10-2020
BJP,Ranchi,9,"01-2021, 10-2020, 11-2020, 12-2020"
Ranchi,Union,4,"01-2021, 10-2020, 11-2020, 12-2020"
Badal Patralekh,Ranchi,6,"01-2021, 10-2020, 11-2020, 12-2020"
Banna Gupta,Ranchi,2,"01-2021, 10-2020"
Badal,Ranchi,1,10-2020
BJP,Rameshwar Oraon,4,"01-2021, 10-2020, 12-2020"
Rameshwar Oraon,Union,2,"01-2021, 10-2020"
Badal Patralekh,Rameshwar Oraon,6,"01-2021, 10-2020, 11-2020, 12-2020"
Banna Gupta,Rameshwar Oraon,2,"01-2021, 10-2020"
Badal,Rameshwar Oraon,1,10-2020
BJP,Banna Gupta,2,"01-2021, 10-2020"
Banna Gupta,Congress,2,"01-2021, 10-2020"
Badal,Congress,1,10-2020
Banna Gupta,Union,2,"01-2021, 10-2020"
Badal Patralekh,Banna Gupta,2,"01-2021, 10-2020"
Badal,Badal Patralekh,1,10-2020
Badal,Banna Gupta,1,10-2020
Assandh,Kararmbir,1,10-2020
Haryana,Kararmbir,1,10-2020
KARNAL,Kararmbir,1,10-2020
Kararmbir,the Haryana State Warehousing Corporation,1,10-2020
HWC,Kararmbir,1,10-2020
Kararmbir,Karnal,1,10-2020
Hafed,Kararmbir,1,10-2020
Kararmbir,Rajneesh Choudhary,1,10-2020
Assandh,Haryana,2,"10-2020, 12-2020"
Assandh,KARNAL,1,10-2020
Assandh,the Haryana State Warehousing Corporation,1,10-2020
Assandh,HWC,1,10-2020
Assandh,Karnal,2,"10-2020, 12-2020"
Assandh,Hafed,1,10-2020
Assandh,Rajneesh Choudhary,1,10-2020
Haryana,the Haryana State Warehousing Corporation,1,10-2020
HWC,Haryana,1,10-2020
Hafed,Haryana,1,10-2020
Haryana,Rajneesh Choudhary,1,10-2020
KARNAL,the Haryana State Warehousing Corporation,1,10-2020
HWC,KARNAL,1,10-2020
Hafed,KARNAL,1,10-2020
KARNAL,Rajneesh Choudhary,1,10-2020
HWC,the Haryana State Warehousing Corporation,1,10-2020
Karnal,the Haryana State Warehousing Corporation,1,10-2020
Hafed,the Haryana State Warehousing Corporation,1,10-2020
Rajneesh Choudhary,the Haryana State Warehousing Corporation,1,10-2020
HWC,Karnal,1,10-2020
HWC,Hafed,1,10-2020
HWC,Rajneesh Choudhary,1,10-2020
Hafed,Karnal,1,10-2020
Karnal,Rajneesh Choudhary,1,10-2020
Hafed,Rajneesh Choudhary,1,10-2020
Narendra Singh Tomar,Smriti Irani,1,10-2020
Anurag Thakur,Narendra Singh Tomar,1,10-2020
Hardeep Singh Puri,Narendra Singh Tomar,1,10-2020
Kailash Choudhary,Narendra Singh Tomar,1,10-2020
Bhartiya Kisan Union,Narendra Singh Tomar,2,"01-2021, 10-2020"
Gajendra Singh Shekhawat,Narendra Singh Tomar,1,10-2020
Narendra Singh Tomar,Sanjeev Kumar Balyan,1,10-2020
India,Narendra Singh Tomar,2,"10-2020, 12-2020"
Narendra Singh Tomar,Som Parkash,1,10-2020
Jitendra Singh,Narendra Singh Tomar,1,10-2020
Anurag Thakur,Smriti Irani,1,10-2020
Hardeep Singh Puri,Smriti Irani,1,10-2020
Kailash Choudhary,Smriti Irani,1,10-2020
Bhartiya Kisan Union,Smriti Irani,1,10-2020
Gajendra Singh Shekhawat,Smriti Irani,1,10-2020
Sanjeev Kumar Balyan,Smriti Irani,1,10-2020
Smriti Irani,Som Parkash,1,10-2020
Jitendra Singh,Smriti Irani,1,10-2020
Anurag Thakur,Hardeep Singh Puri,1,10-2020
Anurag Thakur,Kailash Choudhary,1,10-2020
Anurag Thakur,Bhartiya Kisan Union,1,10-2020
Anurag Thakur,Gajendra Singh Shekhawat,1,10-2020
Anurag Thakur,Punjab,1,10-2020
Anurag Thakur,Sanjeev Kumar Balyan,1,10-2020
Anurag Thakur,Union,1,10-2020
Anurag Thakur,India,1,10-2020
Anurag Thakur,Som Parkash,1,10-2020
Anurag Thakur,Centre,1,10-2020
Anurag Thakur,Jitendra Singh,1,10-2020
Hardeep Singh Puri,Kailash Choudhary,1,10-2020
Bhartiya Kisan Union,Hardeep Singh Puri,1,10-2020
Gajendra Singh Shekhawat,Hardeep Singh Puri,1,10-2020
Hardeep Singh Puri,Sanjeev Kumar Balyan,1,10-2020
Hardeep Singh Puri,India,1,10-2020
Hardeep Singh Puri,Som Parkash,1,10-2020
Centre,Hardeep Singh Puri,2,"10-2020, 12-2020"
Hardeep Singh Puri,Jitendra Singh,1,10-2020
Bhartiya Kisan Union,Kailash Choudhary,1,10-2020
Kailash Choudhary,Punjab,1,10-2020
Kailash Choudhary,Sanjeev Kumar Balyan,1,10-2020
Kailash Choudhary,Union,2,"01-2021, 10-2020"
India,Kailash Choudhary,1,10-2020
Kailash Choudhary,Som Parkash,1,10-2020
Centre,Kailash Choudhary,2,"01-2021, 10-2020"
Jitendra Singh,Kailash Choudhary,1,10-2020
Bhartiya Kisan Union,Gajendra Singh Shekhawat,1,10-2020
Bhartiya Kisan Union,Sanjeev Kumar Balyan,1,10-2020
Bhartiya Kisan Union,Union,7,"01-2021, 10-2020, 12-2020"
Bhartiya Kisan Union,Som Parkash,1,10-2020
Bhartiya Kisan Union,Jitendra Singh,1,10-2020
Gajendra Singh Shekhawat,Punjab,1,10-2020
Gajendra Singh Shekhawat,Sanjeev Kumar Balyan,1,10-2020
Gajendra Singh Shekhawat,Union,1,10-2020
Gajendra Singh Shekhawat,India,1,10-2020
Gajendra Singh Shekhawat,Som Parkash,1,10-2020
Centre,Gajendra Singh Shekhawat,1,10-2020
Gajendra Singh Shekhawat,Jitendra Singh,1,10-2020
Punjab,Sanjeev Kumar Balyan,1,10-2020
Punjab,Som Parkash,1,10-2020
